stock,92年1-9月,稅後純益,92年1-9月,增減(%),期末股本,稅後純益,92年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,,公司,,營業收入,92年1-9月,增減(%),營業利益,92年1-9月,營業外
2404,27698,532223,479894,10.9,2147379,2.48,2.54,16.3203,48.497,1.79,1.14,2404.0,2404,漢唐,5762701,6222894,-7.4,744690,602342,-13567
2405,8723,228386,488156,-53.21,2179369,1.05,3,13.4641,63.3195,1.63,1.28,2405.0,2405,浩鑫,5210293,4921047,5.88,243396,598544,26494
2406,-45819,294407,100634,192.55,2924612,1.01,0.4,15.6982,64.4889,1.66,1.33,2406.0,2406,國碩,1706475,1706566,-0.01,97392,150329,187062
2407,502399,1488427,803945,85.14,7305072,2.04,1.4,14.7945,52.1026,2.8,2.55,2407.0,2407,陞技,14830810,7825091,89.53,1067480,297887,799284
2408,-785786,6171001,-2069685,,35758458,1.73,-0.59,15.5703,56.3636,1.85,1.04,2408.0,2408,南科,29537990,20123400,46.78,7186112,-846690,-490835
2409,-380147,30188510,8094096,272.97,49580409,6.09,1.86,26.8357,64.8602,1.54,1.01,2409.0,2409,友達,125538211,65526508,91.58,31037746,8474243,-879772
2410,3613,264454,10001,+++++,1235000,2.14,0.08,11.7562,38.2299,1.21,0.9,2410.0,2410,鼎大,2925729,1747545,67.42,361872,13180,-37670
2411,504244,993547,1014546,-2.07,4719183,2.11,2.15,12.8933,83.2502,1.97,1.55,2411.0,2411,飛瑞,2658209,2190863,21.33,478462,500609,477591
2412,269919,39284446,36404818,7.91,96477249,4.07,3.77,40.8305,88.3258,1.08,0.66,2412.0,2412,中華電,136753926,133906721,2.13,47278958,45520808,666176
2413,-84907,70936,5325,+++++,1382700,0.51,0.04,20.1112,54.6112,1.28,0.6,2413.0,2413,環科,1878901,1474979,27.38,136111,94586,-43753
2414,-11314,144215,118124,22.09,1517919,0.95,0.84,13.3346,36.618,1.65,1.24,2414.0,2414,精技,9113303,7601850,19.88,173641,152101,-10551
2415,27781,54647,87120,-37.27,742062,0.74,1.22,15.8342,50.0748,0.88,0.59,2415.0,2415,錩新,875353,813220,7.64,75955,82677,8541
2416,-145297,832378,531970,56.47,3800150,2.19,1.69,20.8388,35.8762,1.48,0.78,2416.0,2416,世平,34046356,28181646,20.81,1169754,895187,-23715
2417,35726,311095,252640,23.14,1324870,2.35,2.13,14.6145,59.5831,3.75,3.06,2417.0,2417,圓剛,1791432,1478280,21.18,300700,208202,29477
2418,283783,2190236,1654946,32.34,8656747,2.53,2.57,15.6354,54.6227,2.88,1.83,2418.0,2418,雅新,16695373,11467686,45.59,2481664,1798150,242963
2419,-41700,-26593,-62498,,1424624,-0.19,-0.52,12.4815,40.9787,1.49,1.08,2419.0,2419,仲琦,1922961,2115276,-9.09,-7486,-27835,-21846
2420,-19817,168640,148722,13.39,1149483,1.47,1.4,14.002,69.0199,2.06,1.47,2420.0,2420,新巨,1861284,1552793,19.87,196133,208172,18599
2421,-32142,192966,85346,126.1,1960001,0.98,0.44,13.0621,56.5271,1.79,1.08,2421.0,2421,建準,3192796,2476701,28.91,338288,147140,-82479
2422,7443,273738,346243,-20.94,3020405,0.91,1.1,15.2111,58.1018,2.57,1.5,2422.0,2422,國聯,2117610,2132562,-0.7,275505,291836,-28673
2423,-1604,162529,106867,52.09,886685,1.83,1.28,13.8788,75.26,2.15,1.16,2423.0,2423,固緯,1034342,809353,27.8,210859,113343,-4530
2424,-22920,9585,36976,-74.08,1086121,0.09,0.39,11.04,81.6445,2.83,2.61,2424.0,2424,隴華,1301630,1322978,-1.61,60740,72753,-37137
2425,-145776,-198147,-71400,,1351971,-1.47,-0.53,8.8709,49.0986,1.52,0.8,2425.0,2425,承啟,2457015,3206089,-23.36,19642,67034,-192089
2426,-4561,185738,110114,68.68,1884895,0.99,0.67,11.5447,57.7175,1.51,0.76,2426.0,2426,鼎元,1678351,1377235,21.86,141670,103675,49568
2427,-5442,115357,102067,13.02,2189138,0.53,0.49,14.5354,57.5069,2.17,0.7,2427.0,2427,三商電,2285350,2210681,3.38,173370,142072,-16117
2428,51919,166005,128484,29.2,954474,1.74,1.47,14.5077,71.1077,3,2.42,2428.0,2428,興勤,809624,615115,31.62,158178,113126,47889
2429,-63542,-104931,-182220,,827385,-1.27,-2.2,6.1783,32.8763,0.59,0.3,2429.0,2429,永兆,648401,527683,22.88,-76858,-159873,-62692
2430,358258,903734,827438,9.22,2212150,4.09,3.85,27.6822,44.2913,1.21,0.38,2430.0,2430,燦坤,22885462,16542272,38.35,872255,709090,246678
2431,57992,346,54065,-99.36,1092648,<<<<<,0.49,13.9354,62.0051,1.42,0.76,2431.0,2431,聯昌,1661341,1160039,43.21,-40509,-123,33428
2432,-3116,221456,118978,86.13,1500064,1.48,0.79,17.31,82.7703,1.28,0.81,2432.0,2432,倚天,1027369,706634,45.39,245830,113368,12436
2433,15074,121024,92183,31.29,1648302,0.73,0.51,11.2725,58.8095,0.86,0.42,2433.0,2433,互盛電,963474,909137,5.98,41451,107109,112173
2434,-6247,56116,20150,178.49,817125,0.69,0.25,11.3725,60.1252,7.8,3.76,2434.0,2434,統懋,476545,384304,24,78740,31184,-17023
2435,-76359,-802672,-334837,,1668150,-4.81,-1.99,0.8547,4.3363,0.45,0.12,2435.0,2435,台路,1251058,1379336,-9.3,-391699,-196916,-345973
2436,-6913,175355,240117,-26.97,2330000,0.75,1.11,11.3773,89.6363,6.13,5.25,2436.0,2436,偉詮電,1056184,1106556,-4.55,156091,214924,22743
2437,19592,172522,166634,3.53,1888830,0.91,0.96,18.3006,92.7295,11.39,10.33,2437.0,2437,旺詮,772937,901403,-14.25,147977,190852,73009
2438,-38572,82060,93558,-12.29,3126325,0.26,0.3,11.7704,51.8694,1.17,0.65,2438.0,2438,英誌,6670895,5425497,22.95,226002,106183,-149373
2439,205542,491712,235969,108.38,1230038,4,2.14,22.938,62.1269,2.88,2.78,2439.0,2439,美律,1250902,693770,80.31,152389,97306,362156
2440,-87719,-51617,-195086,,2320236,-0.22,-0.99,9.6545,50.258,1.13,0.49,2440.0,2440,太空梭,1835665,1971660,-6.9,-27477,-168006,-25861
2441,-16699,1122452,569394,97.13,3223639,3.48,2.13,17.9829,76.4774,3.7,3.3,2441.0,2441,超豐,4535569,3631683,24.89,1224343,661621,-19073
2442,-145529,-724395,-388678,,1760000,-4.12,-2.19,9.0522,46.0494,1.42,1.29,2442.0,2442,美齊,6601087,8232421,-19.82,-74565,-288943,-410138
2443,122221,50464,196932,-74.37,4020794,0.13,0.52,12.1864,62.3451,0.77,0.33,2443.0,2443,利碟,2887450,3286352,-12.14,23225,104711,36431
2444,-157806,-241949,-294889,,1173572,-2.06,-2.51,9.2725,36.49,1.3,0.65,2444.0,2444,友旺,3037195,2544863,19.35,-169604,-191250,-102693
2446,-58742,442235,190094,132.64,5117927,0.86,0.4,13.8283,62.6888,1.85,1.13,2446.0,2446,全懋,4408166,2987725,47.54,606495,248836,-164260
2447,-24622,154558,120980,27.76,986893,1.57,1.34,13.4062,47.374,1.25,1.14,2447.0,2447,鼎新,1852076,1900396,-2.54,177236,166774,5669
2448,-36726,604791,391224,54.59,1437079,4.21,3.28,24.2274,58.9424,1.88,1.25,2448.0,2448,晶元,2316157,1534820,50.91,644331,411423,-40949
2449,-197168,2546894,392958,548.13,7678392,3.32,0.68,20.6338,53.1501,1.59,1.43,2449.0,2449,京元電,7754218,4742440,63.51,2300298,405892,-128404
2450,-25248,79191,201028,-60.61,2234092,0.35,0.96,11.478,45.741,1.7,0.91,2450.0,2450,神腦,12642600,11263633,12.24,92907,262203,-25253
2451,161994,1407933,951499,47.97,2763744,5.09,4.21,18.731,75.5447,3.29,2.67,2451.0,2451,創見,10128627,6521757,55.31,1462759,1090323,163521
2452,51771,182780,187872,-2.71,1348770,1.36,1.48,16.2216,86.2086,3.38,2.02,2452.0,2452,乾坤,1174227,1125496,4.33,149334,151778,65220
2453,1236,19785,18346,7.84,942014,0.21,0.19,16.4694,76.5359,3.54,2.38,2453.0,2453,凌群,1401897,1629125,-13.95,3518,9013,6122
2454,1699345,11647095,11627915,0.16,7693359,15.14,18.12,52.8188,85.1163,4.73,3.77,2454.0,2454,聯發科,30423270,27155268,12.03,12060538,10563050,-236706
2455,-17849,-93070,-154709,,813000,-1.14,-1.99,10.5778,59.423,0.72,0.26,2455.0,2455,全新,381282,362928,5.06,-110982,-139852,28920
2456,64327,118744,108696,9.24,1058059,1.12,1.06,11.7652,52.251,1.02,0.72,2456.0,2456,奇力新,820592,670707,22.35,92115,32949,30611
2457,64038,359437,151039,137.98,3103390,1.16,0.52,14.7755,49.2396,1.52,0.96,2457.0,2457,飛宏,6112654,5224763,16.99,274218,80501,83219
2458,-133541,653092,605016,7.95,3556841,1.84,1.8,11.68,66.1579,1.63,1.25,2458.0,2458,義隆,4376468,3412754,28.24,775354,745869,-116979
2459,151020,367503,299719,22.62,1194357,3.08,2.74,20.4687,58.5612,1.02,0.89,2459.0,2459,敦吉,4729923,4071084,16.18,150083,209265,244212
2460,658,205394,154776,32.7,850000,2.42,2.2,14.3296,55.7012,2.41,1.55,2460.0,2460,建通,1285318,1039672,23.63,250504,198791,4679
2461,-266296,174498,-141896,,1128290,1.55,-1.21,11.5734,40.0578,0.54,0.45,2461.0,2461,光群雷,856222,804920,6.37,28029,63400,202469
2462,-12667,45902,59971,-23.46,597052,0.77,1.05,13.0338,66.4842,1.97,1.93,2462.0,2462,良得電,1105898,928437,19.11,55947,79343,7212
2463,-5064,89475,53142,68.37,675732,1.32,0.83,14.2056,59.6347,2.94,1.98,2463.0,2463,研揚,1052168,863594,21.84,80688,58092,7627
2464,19042,198744,113477,75.14,994763,2,1.28,12.6407,39.9942,2,1.1,2464.0,2464,盟立,2688903,1698860,58.28,195430,113592,41998
2465,-143132,169933,-130263,,1328242,1.28,-0.98,13.2257,36.0769,1.48,0.68,2465.0,2465,麗臺,5464439,4106860,33.06,225388,-18435,-54522
2466,-8044,40936,-17920,,896229,0.46,-0.24,10.4672,75.8113,2.68,1.14,2466.0,2466,冠西電,657762,429916,53,53407,-15440,-6422
2467,14488,150791,39056,286.09,899150,1.68,0.48,14.8755,70.4289,2.37,1.41,2467.0,2467,志聖,1181525,776894,52.08,159659,31398,27129
2468,-7484,1116,19048,-94.14,724895,0.02,0.27,12.4151,59.1549,1.72,1.42,2468.0,2468,華經,1448914,1523186,-4.88,30902,30185,-21758
2469,111813,119740,107729,11.15,1733647,0.69,0.66,12.9646,61.9621,1.13,0.64,2469.0,2469,力信,1246069,1014862,22.78,98707,29249,64444
2470,-57804,334203,234424,42.56,1637554,2.04,1.65,16.7734,38.753,1.95,0.94,2470.0,2470,品佳,10926117,10026448,8.97,382726,343243,17208
2471,3719,49737,18789,164.71,534189,0.93,0.35,16.5821,81.825,5.19,4.81,2471.0,2471,資通,473865,445633,6.34,34037,7528,22344
2472,-8350,77621,83787,-7.36,1480500,0.52,0.6,16.85,63.7966,1.57,1.32,2472.0,2472,立隆電,1868768,1848181,1.11,119293,127749,-7397
2473,12119,621010,390896,58.87,1647347,3.77,3.12,25,89.8665,6.54,6.42,2473.0,2473,思源,954632,685049,39.35,536467,380877,103543
2474,337165,1301716,631501,106.13,1876588,6.94,4.07,25.71,63.2617,5.69,4.72,2474.0,2474,可成,1156853,1474732,-21.56,346290,382656,1016687
2475,-1207423,14852398,-1814495,,68556349,2.17,-0.35,14.79,63.0102,1.69,1.48,2475.0,2475,華映,64310275,29687659,116.62,11179982,-466826,3969995
2476,108412,188106,103079,82.49,1494238,1.26,0.73,15.02,59.9263,0.98,0.86,2476.0,2476,鉅祥,830656,784612,5.87,27323,31256,203865
2477,353966,301609,526787,-42.75,2260000,1.33,2.88,14,60.2444,1.19,1.06,2477.0,2477,美隆電,2765615,2565126,7.82,101590,110419,195727
2478,20494,223879,204840,9.29,1380000,1.62,1.62,22.8,87.1314,4.29,3.65,2478.0,2478,大毅,1089413,910348,19.67,235096,195202,19590
2479,-38671,-73042,-297523,,2017948,-0.36,-1.47,14.27,44.9721,1.04,0.52,2479.0,2479,和立,2869375,3388439,-15.32,-268699,-306217,160139
2480,39264,311807,373215,-16.45,2240120,1.39,1.67,15.46,71.7422,2.82,2.16,2480.0,2480,敦陽科,4093129,5275207,-22.41,284507,470517,64581
2481,-24136,405660,268186,51.26,1677190,2.42,1.95,19.92,42.8377,1.42,0.77,2481.0,2481,強茂,2651196,2063292,28.49,386597,304666,-78554
2482,4191,101507,27976,262.84,548411,1.85,0.52,13.47,71.0555,3.9,2.66,2482.0,2482,連宇,776673,516515,50.37,91950,26325,43851
2483,20276,108049,91224,18.44,1179418,0.92,1.09,17.62,82.5077,3.34,2.41,2483.0,2483,百容,579330,415489,39.43,123422,93481,14998
2484,-29276,93985,50640,85.59,960100,0.98,0.66,20.24,72.8212,4.47,2.89,2484.0,2484,希華,915201,620817,47.42,96433,57916,-1923
2485,-11794,148441,212725,-30.22,1975237,0.75,1.25,14.28,80.2573,2.99,2.26,2485.0,2485,兆赫,2292420,2116652,8.3,241369,296450,-46591
2486,9591,97995,36433,168.97,972023,1.01,0.41,13.15,51.2668,1.52,0.94,2486.0,2486,一詮,789902,598694,31.94,99772,38099,33707
2487,22123,-40273,20799,,782884,-0.51,0.27,23.13,91.4746,15.57,14.13,2487.0,2487,友立資,468765,423254,10.75,-56646,10107,20249
2488,152620,209172,190491,9.81,1050431,1.99,1.91,15.98,59.7517,3.95,3.45,2488.0,2488,漢平,1327902,1182494,12.3,60914,40949,162090
2489,188805,229466,476244,-51.82,4295324,0.53,1.24,14.87,52.2986,3.19,2.82,2489.0,2489,瑞軒,10623099,10991998,-3.36,151380,287811,78086
2491,-123939,-4773715,154351,,6507303,-7.34,0.26,14.87,80.4999,0.53,0.3,2491.0,2491,訊碟,1239747,2071344,-40.15,63775,398324,-4645856
2492,-187024,424547,81382,421.67,3907405,1.09,0.23,25.14,68.01,1.56,0.89,2492.0,2492,華新科,4513462,4107844,9.87,346600,275406,85947
2493,-122609,97993,-191935,,980670,1,-1.8,16.39,52.5921,2.33,1.81,2493.0,2493,揚博,2077158,1229709,68.91,138034,-77777,-8269
2494,-234196,-193915,-555188,,1465063,-1.32,-3.79,2.77,37.2194,2.01,1.25,2494.0,2494,突破,1324912,3345299,-60.39,-246138,-320992,40388
2495,11714,991843,618263,60.42,1698330,5.84,4.96,17.61,88.2209,11.59,9.99,2495.0,2495,普安,2304987,1518169,51.83,990964,661780,16472
2496,20378,-117817,-193433,,428010,-2.75,-2.6,7.74,42.4778,3.9,1.62,2496.0,2496,卓越,97414,145687,-33.13,-99950,-213811,-17867
2497,-10874,12081,46646,-74.1,961360,0.13,0.51,10.89,59.3029,1.26,0.54,2497.0,2497,怡利電,839373,654933,28.16,57833,64560,-41092
2498,-38187,2437898,993744,145.32,2714276,8.98,4.9,34.59,50.2828,2.27,1.61,2498.0,2498,宏達電,22063290,13752320,60.43,2802363,1087252,-258298
2499,-5073,400866,120502,232.66,1358929,2.95,1.05,18.25,59.9287,2.76,1.66,2499.0,2499,東貝,1514148,1131112,33.86,272708,155093,228357
2544,-69567,33068,-440241,,1288511,0.26,-1.95,6.89,28.9905,1.1,0.98,2544.0,2544,益鼎,3948943,1261236,213.1,44849,12490,-29541
3001,-109967,-251584,-204859,,965600,-2.61,-2.12,0.02,0.2023,0.34,0.14,3001.0,3001,協和,257926,706988,-63.52,-156615,-138321,-95649
3002,71472,102740,92620,10.93,768000,1.34,1.36,10.94,72.0158,2.1,2.01,3002.0,3002,歐格,502502,493670,1.79,50530,46278,83633
3003,19243,193877,174335,11.21,800000,2.42,2.41,16.97,60.7778,4.29,3.3,3003.0,3003,健和興,955688,817892,16.85,237193,199180,13351
3004,-76197,-1582053,62107,,1152265,-13.73,0.65,7.06,31.3424,0.82,0.27,3004.0,3004,宏達科,962366,1069124,-9.99,-1391895,142113,-179664
3005,-13474,314060,48741,544.34,2472509,1.27,0.2,14.56,34.9263,1.76,1.08,3005.0,3005,神基,24044145,15719406,52.96,276587,68184,73719
3006,88307,2096243,546431,283.62,1778906,11.78,3.46,35.85,72.3292,3.45,2.52,3006.0,3006,晶豪科,7435521,3729763,99.36,2415206,526437,-52314
3007,664644,1213483,717208,69.2,1684788,7.2,5.22,28.81,66.1834,2.12,1.61,3007.0,3007,綠點,2078624,2037432,2.02,53790,48817,1165986
3008,654216,1033221,831728,24.23,1074249,9.62,8.67,44.87,87.5602,3.18,2.72,3008.0,3008,大立光,1770431,1622444,9.12,300944,197608,711892
3009,-487459,20700299,2349310,781.12,38962419,5.31,0.8,25.82,58.8327,1.07,0.66,3009.0,3009,奇美電,78669269,40747910,93.06,18384141,2809728,2380527
3010,180730,805242,540663,48.94,1737519,4.63,3.28,22.53,53.8137,1.48,1.08,3010.0,3010,華立,7136282,5805999,22.91,620718,499394,366433
3011,71214,66513,114640,-41.98,848519,0.78,1.4,13.43,62.8205,1.58,1.07,3011.0,3011,今皓,753482,721998,4.36,76333,73972,758
3012,314158,8529324,-1133564,,38941340,2.19,-0.44,16.28,50.449,2.95,2.53,3012.0,3012,廣輝,44878818,15364247,192.1,8054559,-1720408,-9030
3013,-82450,102604,35761,186.92,1374214,0.75,0.27,13.04,41.3654,1.42,1.3,3013.0,3013,晟銘電,4057765,3926122,3.35,113398,143531,14051
3014,-21798,67019,169123,-60.37,1090000,0.61,1.55,11.1,78.1413,3.57,2.87,3014.0,3014,聯陽,1124763,1286329,-12.56,98136,171914,-30131
3015,71602,362853,311249,16.58,1005311,3.61,3.61,19.4,33.6892,1.52,1.19,3015.0,3015,全漢,5677975,4398820,29.08,214734,313584,165048
3016,139,39943,3346,+++++,600000,0.67,0.06,11.23,66.3631,6.76,5.84,3016.0,3016,嘉晶,444833,393173,13.14,42933,3207,-2990
3017,164693,339179,201805,68.07,1558408,2.18,1.67,18.22,42.4393,1.35,0.97,3017.0,3017,奇鋐,5429319,3522466,54.13,89940,55582,323691
3018,18938,27313,24239,12.68,648690,0.42,0.4,13.43,56.8362,1.99,1.16,3018.0,3018,同開,798110,547609,45.74,30411,8906,5372
3019,1165721,1738991,1423328,22.18,1944101,8.94,8.96,47.01,58.9506,1.88,1.76,3019.0,3019,亞光,4310783,3533781,21.99,233747,236338,1480886
3020,-44,82199,210656,-60.98,1259963,0.65,1.93,17.45,34.3384,1.68,1.23,3020.0,3020,奇普仕,10093587,8239204,22.51,201118,288978,-85438
3021,-129617,-979172,-267902,,1145230,-8.55,-2.65,3.24,18.1868,0.52,0.29,3021.0,3021,衛道,1304421,2175466,-40.04,-489781,-122343,-622430
3022,-7819,372836,435199,-14.33,1484937,2.51,3.13,16.36,73.5643,2.02,1.3,3022.0,3022,威達電,2318738,2060844,12.51,420967,482948,3531
3023,71438,327319,195353,67.55,1070103,3.06,1.92,14.92,40.6211,0.88,0.72,3023.0,3023,信邦,2242015,1785686,25.55,236817,197655,139548
3024,366849,512962,407943,25.74,2468186,2.08,2.04,14.81,67.3043,1.46,1.02,3024.0,3024,億聲,4774788,4007637,19.14,94814,149588,525249
3025,-6008,-10365,-5118,,652400,-0.16,-0.08,10.34,64.0349,2.19,1.45,3025.0,3025,星通,253248,231818,9.24,-8252,-4185,-2113
3026,-13200,593592,328561,80.66,1815772,3.27,2.29,23.37,50.9719,2.64,1.85,3026.0,3026,禾伸堂,7198385,4811154,49.62,794523,443264,-33803
3027,35709,99756,91066,9.54,895912,1.11,1.06,15.55,76.7669,2.39,1.64,3027.0,3027,盛達,957829,673333,42.25,85505,65257,10986
3028,-34250,209474,163096,28.44,1090187,1.92,1.62,19.08,32.8059,1.41,0.95,3028.0,3028,增你強,8120466,5940542,36.7,405206,263834,-93050
3029,-1036,37178,28115,32.24,744064,0.5,0.43,15.11,57.0775,1.76,1.36,3029.0,3029,零壹,1894312,1829989,3.51,36517,28254,-5951
3030,-12584,419516,167197,150.91,888271,4.72,2.21,15.99,68.2202,2.36,1.66,3030.0,3030,德律,1175269,658386,78.51,421710,187587,11636
3031,11314,304272,218888,39.01,1046000,2.91,2.67,15.29,81.4955,4.08,2.7,3031.0,3031,佰鴻,1780536,1258069,41.53,389621,272379,9332
3032,10701,78555,40733,92.85,898759,0.87,0.47,14.4,74.4456,1.75,1.67,3032.0,3032,偉訓,1563404,1409926,10.89,38322,23286,42671
3033,14220,273414,198737,37.58,1226961,2.23,1.67,15.96,37.7325,1.38,0.75,3033.0,3033,威健,8801730,7624010,15.45,301972,238492,48894
3034,-26658,2827281,1423869,98.56,3977252,7.11,4.21,20.26,67.0583,2.68,2.24,3034.0,3034,聯詠,13124274,7622618,72.18,2866984,1441612,-42678
3035,-107816,985532,730225,34.96,2593976,3.8,3.31,15.63,77.7801,3.16,2.66,3035.0,3035,智原,3657178,2757859,32.61,911797,750151,6309
3036,113630,380581,240964,57.94,1328133,2.87,2,24.63,32.3945,2.07,0.99,3036.0,3036,文曄,13049724,7727186,68.88,252958,171518,181449
3037,222912,1594905,732041,117.87,8661536,1.84,0.98,18.14,64.5751,1.05,0.82,3037.0,3037,欣興,11660242,9531783,22.33,1273959,660759,373946
3038,-23536,353196,273939,28.93,1754329,2.01,2.08,13.97,70.0811,1.72,1.09,3038.0,3038,全台,2753684,2668966,3.17,344804,320950,29044
3039,-24844,-22357,-1116,,879432,-0.25,-0.02,11.81,46.2119,1.41,0.8,3039.0,3039,宏傳,1648979,1638100,0.66,-9864,23933,-8208
3040,162232,54315,185933,-70.79,1297399,0.42,1.46,14.79,73.3379,1.62,1.16,3040.0,3040,遠見,745086,1266635,-41.18,-69371,18944,121776
3041,240947,-928031,175644,,1820607,-5.1,1.03,11.47,34.1,0.78,0.24,3041.0,3041,揚智,4524209,4828094,-6.29,-445513,-77008,-414573
3042,-3657,203229,89409,127.3,1607847,1.26,0.62,14.09,58.7968,1.71,1.08,3042.0,3042,晶技,2045553,1527262,33.94,182880,88658,21841
3043,27507,191182,215150,-11.14,947898,2.02,2.51,15.45,70.4765,2.7,1.81,3043.0,3043,科風,1402239,1421407,-1.35,153725,245566,65879
3044,-17890,784325,416860,88.15,2503378,3.13,2,18.09,51.8661,1.74,1.45,3044.0,3044,健鼎,6554145,4242183,54.5,500043,485000,391282
3045,-374548,13934475,10122928,37.65,48504151,2.87,2.16,15.81,63.4057,1.78,1.68,3045.0,3045,台灣大,33664054,33984498,-0.94,12264534,11400185,3443284
3046,198199,-926796,279085,,2800150,-3.31,1,12.31,43.37,1.31,1.22,3046.0,3046,建碁,11433387,13131213,-12.93,-864481,85825,-62315
3047,-1037,3022,-48097,,598907,0.05,-1.14,10.04,49.4402,1.41,0.67,3047.0,3047,訊舟,1185532,1224616,-3.19,-13033,-48410,15323
3048,-2414,310259,487818,-36.4,1446000,2.15,4.07,14.02,41.5399,2.49,1.69,3048.0,3048,益登,13943336,13020745,7.09,427399,653678,-13984
3049,-368759,1038850,148086,601.52,7150452,1.45,0.24,14.27,49.7741,3,2.77,3049.0,3049,和鑫,5968253,4937458,20.88,1588484,577543,-232153
3050,39975,212374,209481,1.38,2083954,1.02,1.22,21.11,68.2032,1.54,1.33,3050.0,3050,鈺德,1837174,1822928,0.78,276703,230306,-197
3051,-79760,2387709,901743,164.79,3647285,6.55,3.65,29.82,50.5522,1.96,0.79,3051.0,3051,力特,13063141,6576853,98.62,2507610,1029922,202273
3052,-56256,-54048,2315,,1793422,-0.3,0.01,8.8,58.1508,1.32,0.35,3052.0,3052,夆典,2075761,2069371,0.31,-34817,77118,-28231
3053,-227753,-91058,-307018,,939432,-0.97,-3.27,0.79,8.8047,0.12,0.02,3053.0,3053,鼎營,51650,53980,-4.32,-35640,-79249,-55418
3054,-7822,-181260,29582,,451704,-4.01,0.71,7.31,35.2078,0.98,0.53,3054.0,3054,萬國,614183,838810,-26.78,-129966,37404,-49817
3055,-28879,638277,173652,267.56,1445319,4.42,1.29,18.41,46.6599,1.54,1.43,3055.0,3055,蔚華科,6840059,2491390,174.55,682095,257042,134248
3056,-5568,-18258,17622,,326639,-0.56,0.54,10.96,54.0431,1.54,1.18,3056.0,3056,駿億,382434,376818,1.49,-437,22747,-17821
3057,30605,107005,299484,-64.27,1187022,0.9,2.88,11.3,72.9167,2.73,2.09,3057.0,3057,喬鼎,950019,1048810,-9.42,172686,315905,-60540
3058,60610,-52090,70428,,907838,-0.57,0.79,12.71,54.7914,1.21,1.16,3058.0,3058,立德,2560792,2193144,16.76,70601,-6183,-112139
3059,-49473,279281,574452,-51.38,1750000,1.6,4.04,18.55,53.5695,3.26,2.98,3059.0,3059,華晶科,6290842,7825570,-19.61,229329,653901,50980
3060,19488,379281,267443,41.82,962700,3.94,3.09,17.04,56.0726,1.45,1.2,3060.0,3060,銘異,3452180,2860036,20.7,416128,329942,51782
3061,5025,121062,129622,-6.6,985580,1.23,1.72,12.91,53.4361,2.51,1.34,3061.0,3061,璨圓,680079,518762,31.1,136227,136248,-3442
3062,34413,384080,598418,-35.82,2505798,1.53,2.94,13.28,34.2499,2.12,1.35,3062.0,3062,建漢,8644890,6402074,35.03,712588,557587,-272621
3063,-9100,566080,229679,146.47,2415584,2.34,1.11,13.26,39.9619,1.36,1.24,3063.0,3063,飛信,4931617,2653518,85.85,502545,239007,14756
3142,-11439,660530,479749,37.68,2055175,3.21,4,23.04,48.7257,1.14,0.91,3142.0,3142,遠茂,3480535,1388097,150.74,698180,491188,-32915
3231,571988,-981846,1141546,,9489911,-1.03,1.32,16.34,41.3523,1.51,1.13,3231.0,3231,緯創,84082142,51578223,63.02,704183,531872,-1684646
3311,313198,595593,288441,106.49,911465,6.53,3.7,20.93,65.5285,1.92,1.77,3311.0,3311,閎暉,1869638,1342170,39.3,283253,78628,361137
3701,313198,-205705,,,7188273,-0.29,,9.57,99.9171,0.14,0.14,3701.0,3701,大眾控,2420,,,-205705,,361137
4906,-44445,692576,319158,117,1276942,5.42,3.52,30.92,53.0785,1.76,1.26,4906.0,4906,正文,8742040,5426345,61.1,684190,363103,8886
5203,25608,417321,359858,15.97,848846,4.92,5.68,35.67,87.1232,6.43,6.38,5203.0,5203,訊連,1023955,986215,3.83,410945,356773,50944
5305,211219,798443,429171,86.04,3384899,2.36,1.37,13.45,55.6955,1.79,1.42,5305.0,5305,敦南,6449920,4741590,36.03,421723,292059,527301
5434,13111,365470,313353,16.63,912377,4.01,4.04,26.16,43.9063,1.67,1.25,5434.0,5434,崇越,5193499,3702069,40.29,484987,403354,1670
5469,-54023,420088,131844,218.63,1443775,2.91,1.23,25.89,59.1528,2.33,2,5469.0,5469,瀚宇博德,1972057,1965205,0.35,209732,192167,223036
5471,38144,503317,405520,24.12,1321180,3.81,3.45,17.69,76.5597,4.07,3.37,5471.0,5471,松翰,1470498,1278431,15.02,410149,425675,105767
5484,-2078,298670,127778,133.74,772600,3.87,1.98,16.83,70.1201,2.59,1.71,5484.0,5484,慧友,1332553,758781,75.62,266535,138246,47835
6112,-24587,34005,19673,72.85,680000,0.5,0.29,22.58,68.4839,1.86,1.16,6112.0,6112,聚碩,1479588,1590101,-6.95,29836,51246,314
6115,194423,197432,249169,-20.76,796839,2.48,3.82,18.17,55.2453,1.14,1.01,6115.0,6115,鎰勝,1839719,1434388,28.26,54081,76755,155012
6116,-194086,4270887,-543177,,50369108,0.85,-0.14,12,57.2053,1.5,1.1,6116.0,6116,彩晶,30668005,23710081,29.35,4259614,-349091,11273
6117,-29473,697,141441,-99.51,900000,<<<<<,1.87,22.56,60.9513,1.2,0.8,6117.0,6117,迎廣,1988688,1886620,5.41,109287,217175,-122749
6119,56559,204020,200003,2.01,921688,2.21,2.76,15.65,40.7554,2.9,1.85,6119.0,6119,大傳,4331820,3481225,24.43,229235,209865,43834
